전체 카테고리 성장률 순위:
====================================
Rank 1: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '스노클링/다이빙', '세부카테고리': '다이빙 소품', 'total': 65, 'recent_sum': 51, 'older_sum': 14, 'growth_rate': 3.642857142857143, 'final_score': 301.7857142857143, 'rank': 1}
Rank 642: {'대카테고리': '유아동패션', '중카테고리': '남아', '소카테고리': '의류', '세부카테고리': '트레이닝복', 'total': 462, 'recent_sum': 98, 'older_sum': 364, 'growth_rate': 0.2692307692307692, 'final_score': 586.3846153846154, 'rank': 642}
Rank 643: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '핸드/풋/데오', '세부카테고리': '핸드케어세트', 'total': 33, 'recent_sum': 7, 'older_sum': 26, 'growth_rate': 0.2692307692307692, 'final_score': 41.88461538461538, 'rank': 643}
Rank 644: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '전집/세트', '세부카테고리': '창작동화', 'total': 118, 'recent_sum': 25, 'older_sum': 93, 'growth_rate': 0.26881720430107525, 'final_score': 149.72043010752688, 'rank': 644}
Rank 645: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '양말/스타킹', '세부카테고리': '스타킹/타이즈', 'total': 213, 'recent_sum': 45, 'older_sum': 168, 'growth_rate': 0.26785714285714285, 'final_score': 270.0535714285714, 'rank': 645}
Rank 646: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '39인치 이하', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 646}
Rank 647: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '50-59인치', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 647}
Rank 648: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '60-69인치', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 648}
Rank 649: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '70-79인치', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 649}
Rank 650: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '80인치 이상', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 650}
Rank 651: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '40-49인치', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 651}
Rank 652: {'대카테고리': '가전디지털', '중카테고리': 'TV/영상가전', '소카테고리': 'TV', '세부카테고리': '이동형 TV', 'total': 90, 'recent_sum': 19, 'older_sum': 71, 'growth_rate': 0.2676056338028169, 'final_score': 114.08450704225353, 'rank': 652}
Rank 653: {'대카테고리': '문구/오피스', '중카테고리': '필기류', '소카테고리': '필통/파우치', '세부카테고리': '파우치형', 'total': 469, 'recent_sum': 99, 'older_sum': 370, 'growth_rate': 0.26756756756756755, 'final_score': 594.4891891891891, 'rank': 653}
Rank 654: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '축산/계란', '세부카테고리': '소고기', 'total': 389, 'recent_sum': 82, 'older_sum': 307, 'growth_rate': 0.2671009771986971, 'final_score': 492.9022801302932, 'rank': 654}
Rank 655: {'대카테고리': '식품', '중카테고리': '면/통조림/가공식품', '소카테고리': '면류/파스타', '세부카테고리': '스파게티/파스타', 'total': 114, 'recent_sum': 24, 'older_sum': 90, 'growth_rate': 0.26666666666666666, 'final_score': 144.4, 'rank': 655}
Rank 656: {'대카테고리': '생활용품', '중카테고리': '안전/호신용품', '소카테고리': '산업안전용품', '세부카테고리': '보호대/안전대', 'total': 19, 'recent_sum': 4, 'older_sum': 15, 'growth_rate': 0.26666666666666666, 'final_score': 24.066666666666666, 'rank': 656}
Rank 657: {'대카테고리': '홈인테리어', '중카테고리': '가구', '소카테고리': '주방가구', '세부카테고리': '식탁의자', 'total': 95, 'recent_sum': 20, 'older_sum': 75, 'growth_rate': 0.26666666666666666, 'final_score': 120.33333333333333, 'rank': 657}
Rank 658: {'대카테고리': '홈인테리어', '중카테고리': '안전/호신용품', '소카테고리': '산업안전용품', '세부카테고리': '보호대/안전대', 'total': 19, 'recent_sum': 4, 'older_sum': 15, 'growth_rate': 0.26666666666666666, 'final_score': 24.066666666666666, 'rank': 658}
Rank 659: {'대카테고리': '스포츠/레저', '중카테고리': '스포츠신발', '소카테고리': '샌들/슬리퍼', '세부카테고리': '슬리퍼/쪼리', 'total': 57, 'recent_sum': 12, 'older_sum': 45, 'growth_rate': 0.26666666666666666, 'final_score': 72.2, 'rank': 659}
Rank 660: {'대카테고리': '헬스/건강식품', '중카테고리': '비타민/미네랄', '소카테고리': '', '세부카테고리': None, 'total': 76, 'recent_sum': 16, 'older_sum': 60, 'growth_rate': 0.26666666666666666, 'final_score': 96.26666666666667, 'rank': 660}
Rank 661: {'대카테고리': '홈인테리어', '중카테고리': '조명/스탠드', '소카테고리': '천장등/벽등', '세부카테고리': '매입등/센서등', 'total': 575, 'recent_sum': 121, 'older_sum': 454, 'growth_rate': 0.2665198237885463, 'final_score': 728.2488986784141, 'rank': 661}
Rank 662: {'대카테고리': '홈인테리어', '중카테고리': '카페트/쿠션/거실화', '소카테고리': '가전/가구커버', '세부카테고리': '가구커버', 'total': 2047, 'recent_sum': 430, 'older_sum': 1617, 'growth_rate': 0.2659245516388373, 'final_score': 2591.3475572047, 'rank': 662}
Rank 663: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '기타생활용품', '세부카테고리': '기타생활잡화', 'total': 581, 'recent_sum': 122, 'older_sum': 459, 'growth_rate': 0.2657952069716776, 'final_score': 735.4270152505446, 'rank': 663}
Rank 664: {'대카테고리': '생활용품', '중카테고리': '주방수납/잡화', '소카테고리': '주방일회용품', '세부카테고리': '비닐장갑/봉투', 'total': 529, 'recent_sum': 111, 'older_sum': 418, 'growth_rate': 0.26555023923444976, 'final_score': 669.476076555024, 'rank': 664}
Rank 665: {'대카테고리': '생활용품', '중카테고리': '세탁/청소용품', '소카테고리': '세탁/다림용품', '세부카테고리': '기타세탁용품', 'total': 86, 'recent_sum': 18, 'older_sum': 68, 'growth_rate': 0.2647058823529412, 'final_score': 108.76470588235294, 'rank': 665}
Rank 666: {'대카테고리': '반려동물용품', '중카테고리': '소동물/가축용품', '소카테고리': '조류용품', '세부카테고리': '간식/영양제', 'total': 86, 'recent_sum': 18, 'older_sum': 68, 'growth_rate': 0.2647058823529412, 'final_score': 108.76470588235294, 'rank': 666}
Rank 667: {'대카테고리': '남녀 공용 의류', '중카테고리': '니트류/조끼', '소카테고리': '', '세부카테고리': None, 'total': 196, 'recent_sum': 41, 'older_sum': 155, 'growth_rate': 0.2645161290322581, 'final_score': 247.8451612903226, 'rank': 667}
Rank 668: {'대카테고리': '문구/오피스', '중카테고리': '학용품/수업준비', '소카테고리': '학년별 준비물', '세부카테고리': '초등 고학년', 'total': 723, 'recent_sum': 151, 'older_sum': 572, 'growth_rate': 0.263986013986014, 'final_score': 913.8618881118881, 'rank': 668}
Rank 669: {'대카테고리': '출산/유아동', '중카테고리': '유아동패션', '소카테고리': '여아', '세부카테고리': '신발', 'total': 2059, 'recent_sum': 430, 'older_sum': 1629, 'growth_rate': 0.2639656230816452, 'final_score': 2602.5052179251074, 'rank': 669}
Rank 670: {'대카테고리': '주방용품', '중카테고리': '냄비/프라이팬', '소카테고리': '프라이팬', '세부카테고리': '구이판/불판', 'total': 77, 'recent_sum': 16, 'older_sum': 61, 'growth_rate': 0.26229508196721313, 'final_score': 97.19672131147541, 'rank': 670}
Rank 671: {'대카테고리': '주방용품', '중카테고리': '그릇/홈세트', '소카테고리': '이유/유아식기', '세부카테고리': '유아동식판/세트', 'total': 130, 'recent_sum': 27, 'older_sum': 103, 'growth_rate': 0.2621359223300971, 'final_score': 164.07766990291262, 'rank': 671}
Rank 672: {'대카테고리': '반려동물용품', '중카테고리': '고양이 용품', '소카테고리': '의류/패션', '세부카테고리': '니트/스웨터', 'total': 347, 'recent_sum': 72, 'older_sum': 275, 'growth_rate': 0.26181818181818184, 'final_score': 437.85090909090906, 'rank': 672}
Rank 673: {'대카테고리': '주방용품', '중카테고리': '밀폐저장/도시락', '소카테고리': '특수저장용기', '세부카테고리': '전자레인지용기', 'total': 198, 'recent_sum': 41, 'older_sum': 157, 'growth_rate': 0.2611464968152866, 'final_score': 249.70700636942675, 'rank': 673}
Rank 674: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '초등참고서', '세부카테고리': '학교시험대비', 'total': 58, 'recent_sum': 12, 'older_sum': 46, 'growth_rate': 0.2608695652173913, 'final_score': 73.1304347826087, 'rank': 674}
Rank 675: {'대카테고리': '주방용품', '중카테고리': '냄비/프라이팬', '소카테고리': '압력솥/가마솥', '세부카테고리': '가마솥', 'total': 29, 'recent_sum': 6, 'older_sum': 23, 'growth_rate': 0.2608695652173913, 'final_score': 36.56521739130435, 'rank': 675}
Rank 676: {'대카테고리': '주방용품', '중카테고리': '주방조리도구', '소카테고리': '가위/슬라이서/스퀴져', '세부카테고리': '강판/그레이터', 'total': 29, 'recent_sum': 6, 'older_sum': 23, 'growth_rate': 0.2608695652173913, 'final_score': 36.56521739130435, 'rank': 676}
Rank 677: {'대카테고리': '주방용품', '중카테고리': '밀폐저장/도시락', '소카테고리': '물병/물통/텀블러', '세부카테고리': '휴대용물통/보틀', 'total': 179, 'recent_sum': 37, 'older_sum': 142, 'growth_rate': 0.2605633802816901, 'final_score': 225.6408450704225, 'rank': 677}
Rank 678: {'대카테고리': '뷰티', '중카테고리': '헤어', '소카테고리': '샴푸', '세부카테고리': '일반샴푸', 'total': 368, 'recent_sum': 76, 'older_sum': 292, 'growth_rate': 0.2602739726027397, 'final_score': 463.78082191780817, 'rank': 678}
Rank 679: {'대카테고리': '남성패션', '중카테고리': '신발', '소카테고리': '', '세부카테고리': None, 'total': 247, 'recent_sum': 51, 'older_sum': 196, 'growth_rate': 0.2602040816326531, 'final_score': 311.2704081632653, 'rank': 679}
Rank 680: {'대카테고리': '생활용품', '중카테고리': '화장지/물티슈', '소카테고리': '물티슈/비데티슈', '세부카테고리': '물티슈', 'total': 63, 'recent_sum': 13, 'older_sum': 50, 'growth_rate': 0.26, 'final_score': 79.38, 'rank': 680}
Rank 681: {'대카테고리': '주방용품', '중카테고리': '1인가구 주방용품', '소카테고리': '냄비/프라이팬', '세부카테고리': '프라이팬', 'total': 621, 'recent_sum': 128, 'older_sum': 493, 'growth_rate': 0.25963488843813387, 'final_score': 782.2332657200811, 'rank': 681}
Rank 682: {'대카테고리': '출산/유아동', '중카테고리': '유아동패션', '소카테고리': '여아', '세부카테고리': '속옷/잠옷', 'total': 1179, 'recent_sum': 243, 'older_sum': 936, 'growth_rate': 0.25961538461538464, 'final_score': 1485.0865384615383, 'rank': 682}
Rank 683: {'대카테고리': '식품', '중카테고리': '건강식품', '소카테고리': '비타민/미네랄', '세부카테고리': '비타민C', 'total': 68, 'recent_sum': 14, 'older_sum': 54, 'growth_rate': 0.25925925925925924, 'final_score': 85.62962962962963, 'rank': 683}
Rank 684: {'대카테고리': '헬스/건강식품', '중카테고리': '헬스/요가용품', '소카테고리': '부위별 운동용품', '세부카테고리': '전신', 'total': 448, 'recent_sum': 92, 'older_sum': 356, 'growth_rate': 0.25842696629213485, 'final_score': 563.7752808988764, 'rank': 684}
Rank 685: {'대카테고리': '홈인테리어', '중카테고리': '싱글하우스', '소카테고리': '선반/수납장', '세부카테고리': '스탠드선반', 'total': 307, 'recent_sum': 63, 'older_sum': 244, 'growth_rate': 0.2581967213114754, 'final_score': 386.2663934426229, 'rank': 685}
Rank 686: {'대카테고리': '홈인테리어', '중카테고리': '수납/정리', '소카테고리': '선반/정리대', '세부카테고리': '스탠드선반', 'total': 307, 'recent_sum': 63, 'older_sum': 244, 'growth_rate': 0.2581967213114754, 'final_score': 386.2663934426229, 'rank': 686}
Rank 687: {'대카테고리': '완구/취미', '중카테고리': '퍼즐/큐브/피젯토이', '소카테고리': '', '세부카테고리': None, 'total': 44, 'recent_sum': 9, 'older_sum': 35, 'growth_rate': 0.2571428571428571, 'final_score': 55.31428571428572, 'rank': 687}
Rank 688: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '부위별 운동용품', '세부카테고리': '전신', 'total': 446, 'recent_sum': 91, 'older_sum': 355, 'growth_rate': 0.2563380281690141, 'final_score': 560.3267605633803, 'rank': 688}
Rank 689: {'대카테고리': '뷰티', '중카테고리': '헤어', '소카테고리': '헤어에센스/오일', '세부카테고리': '헤어에센스', 'total': 108, 'recent_sum': 22, 'older_sum': 86, 'growth_rate': 0.2558139534883721, 'final_score': 135.62790697674419, 'rank': 689}
Rank 690: {'대카테고리': '홈인테리어', '중카테고리': '수예/수선', '소카테고리': '도서', '세부카테고리': '손뜨개', 'total': 59, 'recent_sum': 12, 'older_sum': 47, 'growth_rate': 0.2553191489361702, 'final_score': 74.06382978723404, 'rank': 690}
Rank 691: {'대카테고리': '유아동패션', '중카테고리': '여아', '소카테고리': '의류', '세부카테고리': '트레이닝복', 'total': 522, 'recent_sum': 106, 'older_sum': 416, 'growth_rate': 0.2548076923076923, 'final_score': 655.0096153846154, 'rank': 691}
Rank 692: {'대카테고리': '식품', '중카테고리': '축산/계란', '소카테고리': '소고기', '세부카테고리': '양지/사태/국거리', 'total': 69, 'recent_sum': 14, 'older_sum': 55, 'growth_rate': 0.2545454545454545, 'final_score': 86.56363636363635, 'rank': 692}
Rank 693: {'대카테고리': '식품', '중카테고리': '커피/원두/차', '소카테고리': '캡슐/더치/티백', '세부카테고리': '더치커피', 'total': 138, 'recent_sum': 28, 'older_sum': 110, 'growth_rate': 0.2545454545454545, 'final_score': 173.1272727272727, 'rank': 693}
Rank 694: {'대카테고리': '스포츠/레저', '중카테고리': '자전거', '소카테고리': '자전거장갑/잡화', '세부카테고리': '고글/선글라스', 'total': 148, 'recent_sum': 30, 'older_sum': 118, 'growth_rate': 0.2542372881355932, 'final_score': 185.6271186440678, 'rank': 694}
Rank 695: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '수산물/건어물', '세부카테고리': '건오징어/황태/어포', 'total': 79, 'recent_sum': 16, 'older_sum': 63, 'growth_rate': 0.25396825396825395, 'final_score': 99.06349206349206, 'rank': 695}
Rank 696: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '초콜릿/젤리/간식', '세부카테고리': '오징어/원물간식', 'total': 79, 'recent_sum': 16, 'older_sum': 63, 'growth_rate': 0.25396825396825395, 'final_score': 99.06349206349206, 'rank': 696}
Rank 697: {'대카테고리': '반려동물용품', '중카테고리': '강아지 용품', '소카테고리': '하우스/울타리', '세부카테고리': '쿠션/방석', 'total': 603, 'recent_sum': 122, 'older_sum': 481, 'growth_rate': 0.25363825363825365, 'final_score': 755.9438669438669, 'rank': 697}
Rank 698: {'대카테고리': '가전디지털', '중카테고리': '계절가전', '소카테고리': '손난로/발난로', '세부카테고리': '손난로', 'total': 89, 'recent_sum': 18, 'older_sum': 71, 'growth_rate': 0.2535211267605634, 'final_score': 111.56338028169014, 'rank': 698}
Rank 699: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '놀이책/토이북', '세부카테고리': '색칠하기', 'total': 104, 'recent_sum': 21, 'older_sum': 83, 'growth_rate': 0.25301204819277107, 'final_score': 130.3132530120482, 'rank': 699}
Rank 700: {'대카테고리': '남성패션', '중카테고리': '가방/잡화', '소카테고리': '넥타이/넥타이핀', '세부카테고리': '넥타이', 'total': 269, 'recent_sum': 54, 'older_sum': 215, 'growth_rate': 0.25116279069767444, 'final_score': 336.5627906976744, 'rank': 700}
Rank 701: {'대카테고리': '식품', '중카테고리': '축산/계란', '소카테고리': '소고기', '세부카테고리': '불고기/갈비', 'total': 75, 'recent_sum': 15, 'older_sum': 60, 'growth_rate': 0.25, 'final_score': 93.75, 'rank': 701}
Rank 702: {'대카테고리': '식품', '중카테고리': '수산물/건어물', '소카테고리': '김/미역/해조류', '세부카테고리': '매생이/톳', 'total': 25, 'recent_sum': 5, 'older_sum': 20, 'growth_rate': 0.25, 'final_score': 31.25, 'rank': 702}
Rank 703: {'대카테고리': '식품', '중카테고리': '건강식품', '소카테고리': '영양제', '세부카테고리': '효소', 'total': 180, 'recent_sum': 36, 'older_sum': 144, 'growth_rate': 0.25, 'final_score': 225.0, 'rank': 703}
Rank 704: {'대카테고리': '식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '초콜릿/젤리/간식', '세부카테고리': '오징어/원물간식', 'total': 75, 'recent_sum': 15, 'older_sum': 60, 'growth_rate': 0.25, 'final_score': 93.75, 'rank': 704}
Rank 705: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '생활테이프', '세부카테고리': '박스테이프', 'total': 60, 'recent_sum': 12, 'older_sum': 48, 'growth_rate': 0.25, 'final_score': 75.0, 'rank': 705}
Rank 706: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '비닐/포장용품', '세부카테고리': '박스테이프', 'total': 60, 'recent_sum': 12, 'older_sum': 48, 'growth_rate': 0.25, 'final_score': 75.0, 'rank': 706}
Rank 707: {'대카테고리': '생활용품', '중카테고리': '공구/철물/DIY', '소카테고리': '측정/측량도구', '세부카테고리': '방안자/직자', 'total': 15, 'recent_sum': 3, 'older_sum': 12, 'growth_rate': 0.25, 'final_score': 18.75, 'rank': 707}
Rank 708: {'대카테고리': '생활용품', '중카테고리': '안전/호신용품', '소카테고리': '호신용품', '세부카테고리': '기타호신용품', 'total': 45, 'recent_sum': 9, 'older_sum': 36, 'growth_rate': 0.25, 'final_score': 56.25, 'rank': 708}
Rank 709: {'대카테고리': '홈인테리어', '중카테고리': '카페트/쿠션/거실화', '소카테고리': '', '세부카테고리': None, 'total': 780, 'recent_sum': 156, 'older_sum': 624, 'growth_rate': 0.25, 'final_score': 975.0, 'rank': 709}
Rank 710: {'대카테고리': '홈인테리어', '중카테고리': '공구/철물/DIY', '소카테고리': '측정/측량도구', '세부카테고리': '방안자/직자', 'total': 15, 'recent_sum': 3, 'older_sum': 12, 'growth_rate': 0.25, 'final_score': 18.75, 'rank': 710}
Rank 711: {'대카테고리': '스포츠/레저', '중카테고리': '등산/아웃도어', '소카테고리': '등산모자/잡화', '세부카테고리': '고글/선글라스', 'total': 150, 'recent_sum': 30, 'older_sum': 120, 'growth_rate': 0.25, 'final_score': 187.5, 'rank': 711}
Rank 712: {'대카테고리': '반려동물용품', '중카테고리': '강아지 용품', '소카테고리': '', '세부카테고리': None, 'total': 30, 'recent_sum': 6, 'older_sum': 24, 'growth_rate': 0.25, 'final_score': 37.5, 'rank': 712}
Rank 713: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '비닐/포장용품', '세부카테고리': '택배박스/선물박스', 'total': 389, 'recent_sum': 77, 'older_sum': 312, 'growth_rate': 0.2467948717948718, 'final_score': 485.00320512820514, 'rank': 713}
Rank 714: {'대카테고리': '반려동물용품', '중카테고리': '소동물/가축용품', '소카테고리': '가축사료/용품', '세부카테고리': '토끼용품', 'total': 76, 'recent_sum': 15, 'older_sum': 61, 'growth_rate': 0.2459016393442623, 'final_score': 94.68852459016394, 'rank': 714}
Rank 715: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '초등참고서', '세부카테고리': '문제집/전과', 'total': 878, 'recent_sum': 173, 'older_sum': 705, 'growth_rate': 0.2453900709219858, 'final_score': 1093.4524822695037, 'rank': 715}
Rank 716: {'대카테고리': '생활용품', '중카테고리': '세탁/청소용품', '소카테고리': '청소용품', '세부카테고리': '빗자루/쓰레받기', 'total': 600, 'recent_sum': 118, 'older_sum': 482, 'growth_rate': 0.24481327800829875, 'final_score': 746.8879668049792, 'rank': 716}
Rank 717: {'대카테고리': '헬스/건강식품', '중카테고리': '비타민/미네랄', '소카테고리': '', '세부카테고리': None, 'total': 56, 'recent_sum': 11, 'older_sum': 45, 'growth_rate': 0.24444444444444444, 'final_score': 69.6888888888889, 'rank': 717}
Rank 718: {'대카테고리': '남성패션', '중카테고리': '의류', '소카테고리': '', '세부카테고리': None, 'total': 443, 'recent_sum': 87, 'older_sum': 356, 'growth_rate': 0.2443820224719101, 'final_score': 551.2612359550561, 'rank': 718}
Rank 719: {'대카테고리': '식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '조미료/오일/소스', '세부카테고리': '에리스리톨/조미료', 'total': 204, 'recent_sum': 40, 'older_sum': 164, 'growth_rate': 0.24390243902439024, 'final_score': 253.7560975609756, 'rank': 719}
Rank 720: {'대카테고리': '가전디지털', '중카테고리': '게임', '소카테고리': '닌텐도', '세부카테고리': '게임타이틀', 'total': 51, 'recent_sum': 10, 'older_sum': 41, 'growth_rate': 0.24390243902439024, 'final_score': 63.4390243902439, 'rank': 720}
Rank 721: {'대카테고리': '출산/유아동', '중카테고리': '임부/태교용품', '소카테고리': '임신중기(16~27주)', '세부카테고리': '임산부속옷', 'total': 143, 'recent_sum': 28, 'older_sum': 115, 'growth_rate': 0.24347826086956523, 'final_score': 177.8173913043478, 'rank': 721}
Rank 722: {'대카테고리': '출산/유아동', '중카테고리': '임부/태교용품', '소카테고리': '임신후기(28~40주)', '세부카테고리': '임산부속옷', 'total': 143, 'recent_sum': 28, 'older_sum': 115, 'growth_rate': 0.24347826086956523, 'final_score': 177.8173913043478, 'rank': 722}
Rank 723: {'대카테고리': '식품', '중카테고리': '수산물/건어물', '소카테고리': '건오징어/쥐포/어포', '세부카테고리': '오징어', 'total': 179, 'recent_sum': 35, 'older_sum': 144, 'growth_rate': 0.24305555555555555, 'final_score': 222.50694444444446, 'rank': 723}
Rank 724: {'대카테고리': '생활용품', '중카테고리': '수납/정리', '소카테고리': '리빙박스', '세부카테고리': '패브릭리빙박스', 'total': 36, 'recent_sum': 7, 'older_sum': 29, 'growth_rate': 0.2413793103448276, 'final_score': 44.689655172413794, 'rank': 724}
Rank 725: {'대카테고리': '홈인테리어', '중카테고리': '수납/정리', '소카테고리': '리빙박스', '세부카테고리': '패브릭리빙박스', 'total': 36, 'recent_sum': 7, 'older_sum': 29, 'growth_rate': 0.2413793103448276, 'final_score': 44.689655172413794, 'rank': 725}
Rank 726: {'대카테고리': '가전디지털', '중카테고리': '휴대폰 액세서리', '소카테고리': '휴대폰 케이스', '세부카테고리': '범퍼형', 'total': 36, 'recent_sum': 7, 'older_sum': 29, 'growth_rate': 0.2413793103448276, 'final_score': 44.689655172413794, 'rank': 726}
Rank 727: {'대카테고리': '남성패션', '중카테고리': '의류', '소카테고리': '바지/청바지', '세부카테고리': '청바지', 'total': 592, 'recent_sum': 115, 'older_sum': 477, 'growth_rate': 0.24109014675052412, 'final_score': 734.7253668763103, 'rank': 727}
Rank 728: {'대카테고리': '홈인테리어', '중카테고리': '가구', '소카테고리': '수납가구', '세부카테고리': '선반/트롤리', 'total': 484, 'recent_sum': 94, 'older_sum': 390, 'growth_rate': 0.24102564102564103, 'final_score': 600.6564102564103, 'rank': 728}
Rank 729: {'대카테고리': '식품', '중카테고리': '과자/초콜릿/시리얼', '소카테고리': '베이커리/잼', '세부카테고리': '일반양산빵', 'total': 165, 'recent_sum': 32, 'older_sum': 133, 'growth_rate': 0.24060150375939848, 'final_score': 204.69924812030075, 'rank': 729}
Rank 730: {'대카테고리': '홈인테리어', '중카테고리': '가구', '소카테고리': '거실가구', '세부카테고리': '선반/트롤리', 'total': 485, 'recent_sum': 94, 'older_sum': 391, 'growth_rate': 0.24040920716112532, 'final_score': 601.5984654731458, 'rank': 730}
Rank 731: {'대카테고리': '식품', '중카테고리': '면/통조림/가공식품', '소카테고리': '면류/파스타', '세부카테고리': '기타면류', 'total': 31, 'recent_sum': 6, 'older_sum': 25, 'growth_rate': 0.24, 'final_score': 38.44, 'rank': 731}
Rank 732: {'대카테고리': '생활용품', '중카테고리': '구강/면도', '소카테고리': '치실/치간칫솔', '세부카테고리': '치간칫솔', 'total': 31, 'recent_sum': 6, 'older_sum': 25, 'growth_rate': 0.24, 'final_score': 38.44, 'rank': 732}
Rank 733: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '댄스/에어로빅', '세부카테고리': '스텝박스', 'total': 31, 'recent_sum': 6, 'older_sum': 25, 'growth_rate': 0.24, 'final_score': 38.44, 'rank': 733}
Rank 734: {'대카테고리': '스포츠/레저', '중카테고리': '헬스/요가/댄스', '소카테고리': '유산소운동', '세부카테고리': '스텝박스', 'total': 31, 'recent_sum': 6, 'older_sum': 25, 'growth_rate': 0.24, 'final_score': 38.44, 'rank': 734}
Rank 735: {'대카테고리': '헬스/건강식품', '중카테고리': '홈트레이닝', '소카테고리': '유산소', '세부카테고리': '스텝박스', 'total': 31, 'recent_sum': 6, 'older_sum': 25, 'growth_rate': 0.24, 'final_score': 38.44, 'rank': 735}
Rank 736: {'대카테고리': '헬스/건강식품', '중카테고리': '헬스/요가용품', '소카테고리': '유산소운동', '세부카테고리': '스텝박스', 'total': 31, 'recent_sum': 6, 'older_sum': 25, 'growth_rate': 0.24, 'final_score': 38.44, 'rank': 736}
Rank 737: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '유아동침구', '세부카테고리': '낮잠이불', 'total': 243, 'recent_sum': 47, 'older_sum': 196, 'growth_rate': 0.23979591836734693, 'final_score': 301.27040816326536, 'rank': 737}
Rank 738: {'대카테고리': '주방용품', '중카테고리': '주방가전', '소카테고리': '전기포트', '세부카테고리': '멀티포트', 'total': 88, 'recent_sum': 17, 'older_sum': 71, 'growth_rate': 0.23943661971830985, 'final_score': 109.07042253521126, 'rank': 738}
Rank 739: {'대카테고리': '뷰티', '중카테고리': '메이크업', '소카테고리': '립 메이크업', '세부카테고리': '틴트/립글로스', 'total': 628, 'recent_sum': 121, 'older_sum': 507, 'growth_rate': 0.23865877712031558, 'final_score': 777.8777120315583, 'rank': 739}
Rank 740: {'대카테고리': '생활용품', '중카테고리': '주방수납/잡화', '소카테고리': '주방수납', '세부카테고리': '접시꽂이/컵걸이', 'total': 26, 'recent_sum': 5, 'older_sum': 21, 'growth_rate': 0.23809523809523808, 'final_score': 32.19047619047619, 'rank': 740}
Rank 741: {'대카테고리': '완구/취미', '중카테고리': '역할놀이', '소카테고리': '', '세부카테고리': None, 'total': 26, 'recent_sum': 5, 'older_sum': 21, 'growth_rate': 0.23809523809523808, 'final_score': 32.19047619047619, 'rank': 741}
Rank 742: {'대카테고리': '완구/취미', '중카테고리': '콘솔/휴대용게임기', '소카테고리': '닌텐도', '세부카테고리': '게임타이틀', 'total': 52, 'recent_sum': 10, 'older_sum': 42, 'growth_rate': 0.23809523809523808, 'final_score': 64.38095238095238, 'rank': 742}
Rank 743: {'대카테고리': '스포츠/레저', '중카테고리': '등산/아웃도어', '소카테고리': '등산용품/랜턴', '세부카테고리': '손난로', 'total': 287, 'recent_sum': 55, 'older_sum': 232, 'growth_rate': 0.23706896551724138, 'final_score': 355.03879310344826, 'rank': 743}
